epoch,datetime_utc,open,high,low,close
1768766400,2026-01-18 20:00:00,245639.36,246079.46,243160.17,244863.73
1768780800,2026-01-19 00:00:00,244828.47,248141.43,244193.7,247958.65
1768795200,2026-01-19 04:00:00,247951.11,251032.07,245844.81,249449.21
1768809600,2026-01-19 08:00:00,249463.93,250641.67,246716.27,246716.27
1768824000,2026-01-19 12:00:00,246705.32,246957.16,240768.39,243140.71
1768838400,2026-01-19 16:00:00,243173.87,243411.37,237879.35,237978.6
1768852800,2026-01-19 20:00:00,237976.46,242712.04,236439.27,240781.68
1768867200,2026-01-20 00:00:00,240783.45,243281.52,238940.81,239192.39
1768881600,2026-01-20 04:00:00,239212.56,241608.52,237884.61,240084.1
1768896000,2026-01-20 08:00:00,240119.44,242641.12,239089.73,240414.39
1768910400,2026-01-20 12:00:00,240378.75,241640.11,238655.28,240360.5
1768924800,2026-01-20 16:00:00,240326.29,242287.61,239696.27,241383.58
1768939200,2026-01-20 20:00:00,241363.26,245797.06,241338.97,243974.86
1768953600,2026-01-21 00:00:00,243960.39,244422.45,240690.94,242730.4
1768968000,2026-01-21 04:00:00,242743.73,246982.05,241883.98,246573.65
1768982400,2026-01-21 08:00:00,246572.77,246622.36,241799.49,243199.84
1768996800,2026-01-21 12:00:00,243186.57,244213.39,239781.94,242678.48
1769011200,2026-01-21 16:00:00,242713.79,243088.49,237362.62,238530.7
1769025600,2026-01-21 20:00:00,238518.45,241345.6,237013.19,241047.98
1769040000,2026-01-22 00:00:00,241090.03,243953.95,240661.07,242148.71
1769054400,2026-01-22 04:00:00,242119.09,244427.13,241121.94,243309.62
1769068800,2026-01-22 08:00:00,243328.38,245147.19,242126.98,243116.63
1769083200,2026-01-22 12:00:00,243102.66,243626,240812.75,243398.63
1769097600,2026-01-22 16:00:00,243332.73,246178.61,242501.76,243211.81
1769112000,2026-01-22 20:00:00,243209.4,243651.95,240873.4,242098.96
1769126400,2026-01-23 00:00:00,242106.61,245867.86,241936.34,244935.44
1769140800,2026-01-23 04:00:00,244904.69,245525.87,242826.37,243470.81
1769155200,2026-01-23 08:00:00,243461.55,243764.54,241019.82,243507.19
1769169600,2026-01-23 12:00:00,243531.52,246063.27,240953.91,241783.99
1769184000,2026-01-23 16:00:00,241756.46,244509.95,237321.31,237414.61
1769198400,2026-01-23 20:00:00,237408.73,244585.99,237120.53,244087.94
